account_id,principal_amount,outstanding_amount,dpd,risk_segment,status,loan_type,opened_at,timezone,success_payment_amount,success_payment_count,recovery_rate,dpd_band
ACC0016233,785217.61,249702.78,75,LOW,ACTIVE,AUTO,19-11-2025 18:09,UTC,205347.48,2,0.822367616,61-90
ACC0016234,235602.07,423127.38,180,MEDIUM,CLOSED,CONSUMER,17-09-2024 19:44,UTC,105857.65,1,0.250179154,91-180
ACC0016235,211786.08,257495.43,15,HIGH,PAID,AUTO,26-10-2025 05:10,UTC,0,0,0,Jan-30
ACC0016236,714707.4,502170.8,90,NPA,ACTIVE,AUTO,06-02-2024 21:43,Asia/Kolkata,124231.77,1,0.247389474,61-90
ACC0016237,486196.31,488209.06,5,LOW,WRITEOFF,CREDIT_CARD,28-08-2025 05:49,UTC,279291.52,2,0.572073611,Jan-30
ACC0016238,377478.22,51649.44,1,LOW,CLOSED,CONSUMER,08-08-2025 05:20,UTC,0,0,0,Jan-30
ACC0016239,25387.23,333969.15,90,MEDIUM,CLOSED,AUTO,14-02-2024 13:50,UTC,25019.98,1,0.074917039,61-90
ACC0016240,130438.14,30055.69,60,MEDIUM,WRITEOFF,CONSUMER,07-01-2025 04:29,UTC,0,0,0,31-60
ACC0016241,129232.22,230888.47,90,MEDIUM,WRITEOFF,AUTO,16-11-2025 00:02,UTC,0,0,0,61-90
ACC0016242,433379.99,171672.04,75,MEDIUM,ACTIVE,AUTO,09-11-2024 18:08,Asia/Kolkata,0,0,0,61-90
ACC0016243,12759.5,459680.42,1,NPA,WRITEOFF,CREDIT_CARD,19-08-2024 03:33,Asia/Dubai,0,0,0,Jan-30
ACC0016244,608146.49,24509.68,0,HIGH,PAID,CREDIT_CARD,20-05-2025 16:18,UTC,0,0,0,0
ACC0016245,43959.24,390823.68,15,NPA,ACTIVE,CONSUMER,22-11-2025 09:01,UTC,223164.95,2,0.571011843,Jan-30
ACC0016246,436886.63,596289.4,90,HIGH,ACTIVE,PERSONAL,03-04-2025 21:28,UTC,83551.93,1,0.140119764,61-90
ACC0016247,752511.81,582441.11,15,MEDIUM,ACTIVE,AUTO,14-03-2025 10:28,Asia/Dubai,0,0,0,Jan-30
ACC0016248,561999.82,88645.13,30,MEDIUM,ACTIVE,CONSUMER,12-02-2025 10:49,Asia/Kolkata,0,0,0,Jan-30
ACC0016249,10780.97,246957.77,45,LOW,ACTIVE,PERSONAL,09-01-2024 04:08,UTC,0,0,0,31-60
ACC0016250,485818.94,173168.9,45,NPA,PAID,CREDIT_CARD,05-02-2024 06:21,Asia/Dubai,26925.19,1,0.155485136,31-60
ACC0016251,131092.95,196037.51,120,NPA,PAID,CONSUMER,21-11-2024 01:45,UTC,80827.27,1,0.412305125,91-180
ACC0016252,736233.72,101688.39,90,LOW,ACTIVE,CONSUMER,10-01-2024 08:20,UTC,114146.45,1,1.122512118,61-90
ACC0016253,368484.04,544682.63,45,LOW,ACTIVE,CREDIT_CARD,30-10-2024 13:36,Asia/Kolkata,106794.44,1,0.196067277,31-60
ACC0016254,689079.58,681529.86,45,LOW,WRITEOFF,PERSONAL,13-04-2025 13:20,Asia/Dubai,0,0,0,31-60
ACC0016255,71075.16,29639.06,60,MEDIUM,WRITEOFF,CONSUMER,23-11-2025 13:24,UTC,83673.57,2,2.82308447,31-60
ACC0016256,336898.56,180532.05,1,MEDIUM,ACTIVE,CONSUMER,16-06-2025 15:04,Asia/Kolkata,0,0,0,Jan-30
ACC0016257,738539.29,487860.04,60,LOW,WRITEOFF,BNPL,26-07-2024 16:34,UTC,0,0,0,31-60
ACC0016258,708729.14,563626.45,60,LOW,CLOSED,BNPL,26-03-2025 10:06,Asia/Dubai,0,0,0,31-60
ACC0016259,626250.77,390699.67,180,MEDIUM,PAID,BNPL,10-10-2024 01:57,Asia/Kolkata,0,0,0,91-180
ACC0016260,386830.92,598762.37,60,LOW,ACTIVE,AUTO,16-05-2024 11:19,UTC,0,0,0,31-60
ACC0016261,141888.42,515130.07,180,HIGH,PAID,CONSUMER,14-08-2025 20:54,UTC,0,0,0,91-180
ACC0016262,370947.47,233382.68,0,HIGH,CLOSED,BNPL,23-11-2025 04:50,UTC,0,0,0,0
ACC0016263,258613.9,41542.76,15,MEDIUM,CLOSED,CREDIT_CARD,14-06-2024 17:47,UTC,0,0,0,Jan-30
ACC0016264,143411.13,235965.34,5,NPA,PAID,CREDIT_CARD,11-09-2024 03:07,Asia/Kolkata,75717.09,2,0.320882253,Jan-30
ACC0016265,679941.88,238410.01,1,HIGH,WRITEOFF,BNPL,10-10-2024 23:18,Asia/Dubai,0,0,0,Jan-30
ACC0016266,668448.81,608078.77,5,HIGH,PAID,BNPL,13-07-2025 03:12,Asia/Kolkata,0,0,0,Jan-30
ACC0016267,170249.76,652906.3,75,LOW,CLOSED,PERSONAL,23-02-2025 00:49,UTC,297986.6,2,0.456400252,61-90
ACC0016268,691222.94,142264.38,120,NPA,PAID,CREDIT_CARD,24-10-2025 21:08,Asia/Dubai,62571.47,3,0.439825275,91-180
ACC0016269,309835.26,332356.99,60,NPA,WRITEOFF,PERSONAL,30-11-2025 19:09,UTC,0,0,0,31-60
ACC0016270,283623.15,240794.25,5,HIGH,PAID,CREDIT_CARD,13-09-2025 00:36,UTC,0,0,0,Jan-30
ACC0016271,116516.88,423842.61,120,HIGH,WRITEOFF,BNPL,28-12-2024 23:29,Asia/Kolkata,118584.68,1,0.279784706,91-180
ACC0016272,414558.83,663260.99,30,MEDIUM,CLOSED,CONSUMER,13-08-2024 18:07,Asia/Kolkata,118769.58,1,0.179069147,Jan-30
ACC0016273,334498.73,268059.19,60,LOW,ACTIVE,BNPL,30-05-2025 14:38,UTC,57788.92,2,0.215582685,31-60
ACC0016274,509390.59,343590.73,180,HIGH,PAID,BNPL,05-02-2024 03:44,Asia/Dubai,142732.29,2,0.415413681,91-180
ACC0016275,74218.29,354901.72,75,HIGH,WRITEOFF,AUTO,08-07-2025 20:02,Asia/Kolkata,139836.41,1,0.394014461,61-90
ACC0016276,266057.63,38806.34,45,MEDIUM,PAID,BNPL,15-10-2024 23:07,Asia/Dubai,109682.73,1,2.826412643,31-60
ACC0016277,689452.72,343363.37,45,NPA,CLOSED,BNPL,01-06-2024 08:53,Asia/Kolkata,1864.8,1,0.005430981,31-60
ACC0016278,256875.04,493506.19,120,MEDIUM,WRITEOFF,CONSUMER,30-06-2025 12:19,UTC,141555.38,1,0.286836078,91-180
ACC0016279,729703.84,433593.38,180,LOW,CLOSED,BNPL,15-03-2025 09:29,Asia/Dubai,149766.04,2,0.345406657,91-180
ACC0016280,276969.33,535947.97,30,LOW,ACTIVE,PERSONAL,06-05-2025 11:24,Asia/Kolkata,52090.62,1,0.097193427,Jan-30
ACC0016281,466806.63,362967.16,180,MEDIUM,CLOSED,CREDIT_CARD,03-06-2025 13:41,UTC,0,0,0,91-180
ACC0016282,480725.71,316329.27,90,HIGH,ACTIVE,CREDIT_CARD,22-08-2025 14:55,UTC,119314.85,1,0.377185614,61-90
ACC0016283,309717.61,567766.36,120,HIGH,ACTIVE,BNPL,26-05-2024 06:43,UTC,980.56,1,0.001727048,91-180
ACC0016284,536753.91,642981.12,180,HIGH,PAID,PERSONAL,27-09-2025 12:25,Asia/Kolkata,0,0,0,91-180
ACC0016285,524057.08,133384.05,15,MEDIUM,WRITEOFF,BNPL,17-12-2024 13:24,UTC,0,0,0,Jan-30
ACC0016286,442606.75,312042.09,5,HIGH,CLOSED,BNPL,11-05-2025 18:25,Asia/Kolkata,0,0,0,Jan-30
ACC0016287,374875.26,98238.12,45,NPA,ACTIVE,CREDIT_CARD,11-12-2024 06:11,UTC,112779.85,1,1.148025329,31-60
ACC0016288,343222.93,447382.05,180,MEDIUM,WRITEOFF,AUTO,29-05-2024 22:58,Asia/Dubai,0,0,0,91-180
ACC0016289,611882.92,598306.99,60,NPA,ACTIVE,CONSUMER,26-07-2025 15:16,Asia/Kolkata,0,0,0,31-60
ACC0016290,281992.49,357130.78,5,MEDIUM,CLOSED,CREDIT_CARD,04-09-2025 22:25,Asia/Dubai,0,0,0,Jan-30
ACC0016291,188015.19,471485.44,45,HIGH,ACTIVE,PERSONAL,13-04-2024 00:51,UTC,0,0,0,31-60
ACC0016292,565192.85,62146.04,5,HIGH,PAID,BNPL,14-10-2025 08:07,Asia/Dubai,48454.68,2,0.779690548,Jan-30
ACC0016293,66933.62,462837.67,75,HIGH,WRITEOFF,CREDIT_CARD,30-10-2025 07:28,Asia/Kolkata,87694.59,1,0.189471592,61-90
ACC0016294,81537.23,157877.54,15,NPA,PAID,CONSUMER,18-04-2024 00:52,UTC,49709.12,1,0.314858719,Jan-30
ACC0016295,78596.76,220938.49,0,NPA,ACTIVE,CONSUMER,03-08-2024 15:19,Asia/Dubai,74887.15,2,0.338950221,0
ACC0016296,132660.47,622790.58,90,HIGH,CLOSED,BNPL,08-05-2025 05:37,UTC,0,0,0,61-90
ACC0016297,667500.21,150521.95,90,NPA,PAID,PERSONAL,22-03-2025 22:20,UTC,34683.01,1,0.230418288,61-90
ACC0016298,576741,595429.6,75,NPA,PAID,BNPL,14-06-2025 19:58,UTC,0,0,0,61-90
ACC0016299,756056.46,136568.43,75,LOW,CLOSED,CONSUMER,24-06-2024 11:58,UTC,0,0,0,61-90
ACC0016300,361239.73,27180.32,5,LOW,PAID,BNPL,22-04-2024 07:58,UTC,0,0,0,Jan-30
ACC0016301,358154.56,472493.08,60,NPA,ACTIVE,BNPL,07-07-2024 12:56,Asia/Dubai,112559.51,1,0.238224674,31-60
ACC0016302,21895.83,431990.82,75,HIGH,ACTIVE,PERSONAL,16-11-2024 06:36,Asia/Dubai,0,0,0,61-90
ACC0016303,615396.58,193644.09,0,HIGH,ACTIVE,BNPL,29-04-2025 14:55,Asia/Dubai,0,0,0,0
ACC0016304,553484.31,535663.91,0,NPA,ACTIVE,BNPL,27-10-2025 11:39,Asia/Dubai,0,0,0,0
ACC0016305,540215.22,581581.91,15,MEDIUM,WRITEOFF,BNPL,12-12-2024 11:39,Asia/Dubai,0,0,0,Jan-30
ACC0016306,136321.88,373063.01,90,NPA,CLOSED,BNPL,21-09-2025 16:36,Asia/Kolkata,0,0,0,61-90
ACC0016307,789805.75,517915.24,75,LOW,WRITEOFF,CONSUMER,02-08-2025 08:19,Asia/Kolkata,70537.62,1,0.136195297,61-90
ACC0016308,308593.97,545595.61,30,NPA,ACTIVE,CONSUMER,24-10-2025 16:41,Asia/Dubai,49765.09,1,0.091212409,Jan-30
ACC0016309,627115.68,118180.61,15,HIGH,WRITEOFF,CONSUMER,17-02-2024 16:20,UTC,0,0,0,Jan-30
ACC0016310,191647.77,78470.1,1,NPA,WRITEOFF,CREDIT_CARD,17-01-2025 22:29,Asia/Dubai,0,0,0,Jan-30
ACC0016311,783751.22,478438.28,1,LOW,WRITEOFF,PERSONAL,26-03-2025 22:37,Asia/Dubai,53522.73,1,0.111869665,Jan-30
ACC0016312,414383.4,299568.59,60,HIGH,CLOSED,CREDIT_CARD,31-08-2025 11:05,Asia/Dubai,0,0,0,31-60
ACC0016313,155707.2,230485.57,90,MEDIUM,PAID,CREDIT_CARD,29-10-2025 15:56,UTC,0,0,0,61-90
ACC0016314,210206.52,426814.86,120,MEDIUM,CLOSED,AUTO,12-06-2025 09:34,UTC,0,0,0,91-180
ACC0016315,570413.81,201133.24,5,NPA,CLOSED,AUTO,16-07-2025 19:38,UTC,0,0,0,Jan-30
ACC0016316,216167.47,159917.04,1,NPA,ACTIVE,BNPL,12-05-2024 20:31,Asia/Dubai,0,0,0,Jan-30
ACC0016317,616352.87,541772.69,90,HIGH,ACTIVE,PERSONAL,26-08-2024 12:51,UTC,0,0,0,61-90
ACC0016318,696130.5,290935.07,180,HIGH,CLOSED,PERSONAL,10-02-2024 13:44,UTC,0,0,0,91-180
ACC0016319,594693.11,186487.04,90,LOW,CLOSED,BNPL,13-01-2024 17:27,Asia/Dubai,0,0,0,61-90
ACC0016320,383460.55,104261.32,45,LOW,PAID,PERSONAL,01-06-2024 10:50,Asia/Kolkata,958.23,1,0.009190657,31-60
ACC0016321,499843.57,471918.85,1,LOW,WRITEOFF,BNPL,26-11-2025 21:57,Asia/Kolkata,0,0,0,Jan-30
ACC0016322,782404.5,94837.22,120,NPA,CLOSED,CREDIT_CARD,20-09-2025 08:41,UTC,0,0,0,91-180
ACC0016323,736947.92,474901.25,15,NPA,CLOSED,CREDIT_CARD,19-10-2024 18:42,Asia/Kolkata,0,0,0,Jan-30
ACC0016324,564822.7,528119.66,60,HIGH,CLOSED,CONSUMER,13-03-2024 09:33,Asia/Kolkata,107800.88,1,0.204122073,31-60
ACC0016325,286010.83,626908.67,5,NPA,PAID,BNPL,13-02-2025 11:24,UTC,362454.36,5,0.578161345,Jan-30
ACC0016326,256059.71,460515.14,45,HIGH,PAID,CONSUMER,12-04-2024 01:04,Asia/Dubai,0,0,0,31-60
ACC0016327,644868.21,57371.13,45,LOW,ACTIVE,BNPL,29-10-2024 11:08,Asia/Dubai,0,0,0,31-60
ACC0016328,404755.44,390179.02,75,NPA,PAID,AUTO,07-01-2024 14:12,Asia/Dubai,0,0,0,61-90
ACC0016329,626804.93,107359.12,0,MEDIUM,CLOSED,AUTO,02-10-2024 04:47,Asia/Kolkata,0,0,0,0
ACC0016330,35819.87,699601.03,60,NPA,PAID,CREDIT_CARD,01-11-2025 23:36,UTC,0,0,0,31-60
ACC0016331,478377.79,13143.07,120,HIGH,CLOSED,CREDIT_CARD,27-03-2025 03:36,UTC,8210.1,1,0.624671405,91-180
ACC0016332,148337.36,350905.74,30,NPA,CLOSED,BNPL,16-09-2025 08:06,UTC,85002.65,1,0.242237844,Jan-30
ACC0016333,530954.04,93582.09,60,NPA,WRITEOFF,AUTO,20-11-2024 20:57,UTC,132312.43,1,1.413864875,31-60
ACC0016334,572611.02,214517.33,1,LOW,PAID,CREDIT_CARD,08-01-2025 13:26,Asia/Dubai,117739.65,1,0.548858454,Jan-30
ACC0016335,85811.44,327677.35,1,LOW,CLOSED,PERSONAL,05-04-2024 14:35,Asia/Kolkata,0,0,0,Jan-30
ACC0016336,326004.02,481920.21,90,MEDIUM,WRITEOFF,AUTO,23-08-2025 07:28,UTC,0,0,0,61-90
ACC0016337,141706.12,122706.8,75,LOW,CLOSED,BNPL,02-01-2025 16:34,Asia/Kolkata,38833.77,1,0.316476104,61-90
ACC0016338,770679.25,113778.78,0,MEDIUM,ACTIVE,PERSONAL,09-12-2024 21:28,Asia/Dubai,0,0,0,0
ACC0016339,13308.59,354876.87,75,HIGH,WRITEOFF,CONSUMER,17-08-2025 19:40,Asia/Kolkata,0,0,0,61-90
ACC0016340,749013.75,356199.47,0,LOW,WRITEOFF,CREDIT_CARD,19-08-2025 05:04,Asia/Kolkata,0,0,0,0
ACC0016341,634527.59,78825,180,NPA,WRITEOFF,PERSONAL,08-10-2025 06:41,Asia/Kolkata,0,0,0,91-180
ACC0016342,604885.17,84949.21,30,HIGH,CLOSED,CONSUMER,03-04-2024 05:42,UTC,0,0,0,Jan-30
ACC0016343,451387.19,174521.11,15,NPA,WRITEOFF,CONSUMER,12-10-2024 04:51,Asia/Dubai,0,0,0,Jan-30
ACC0016344,403429.4,8356.45,30,MEDIUM,CLOSED,AUTO,26-01-2025 21:00,Asia/Dubai,17464.14,1,2.089899419,Jan-30
ACC0016345,280707.54,351992.02,5,LOW,PAID,BNPL,22-08-2024 01:54,UTC,54284.22,1,0.15422003,Jan-30
ACC0016346,189617.51,157407,75,LOW,WRITEOFF,CREDIT_CARD,02-07-2025 11:28,Asia/Dubai,10218.1,1,0.064915156,61-90
ACC0016347,644243.82,620112.23,90,HIGH,PAID,CONSUMER,28-03-2024 22:31,UTC,0,0,0,61-90
ACC0016348,781572.08,540595.17,15,NPA,ACTIVE,BNPL,12-02-2025 11:31,Asia/Dubai,116293.42,2,0.215121086,Jan-30
ACC0016349,437414.44,543937.61,30,LOW,CLOSED,CREDIT_CARD,17-01-2024 16:22,Asia/Dubai,193901.6,2,0.356477648,Jan-30
ACC0016350,416356.67,473466.31,90,HIGH,WRITEOFF,AUTO,22-05-2024 15:24,Asia/Kolkata,45484.97,1,0.096068018,61-90
ACC0016351,396415.26,461228.1,0,HIGH,WRITEOFF,CONSUMER,25-11-2025 15:02,UTC,0,0,0,0
ACC0016352,136077.5,460645.84,45,MEDIUM,WRITEOFF,CREDIT_CARD,17-09-2024 17:24,Asia/Kolkata,0,0,0,31-60
ACC0016353,617172.08,154890.38,75,NPA,ACTIVE,PERSONAL,29-09-2025 13:59,Asia/Kolkata,0,0,0,61-90
ACC0016354,769803.57,139136.07,120,LOW,PAID,BNPL,07-07-2025 09:15,Asia/Dubai,133878.58,2,0.962213321,91-180
ACC0016355,373499.53,130008.61,1,MEDIUM,PAID,PERSONAL,26-04-2025 14:03,Asia/Dubai,32447.93,1,0.249582931,Jan-30
ACC0016356,110791.84,5313.3,15,HIGH,CLOSED,CREDIT_CARD,01-08-2024 14:47,UTC,0,0,0,Jan-30
ACC0016357,587318.73,544088.68,90,MEDIUM,PAID,CONSUMER,29-06-2025 02:16,UTC,0,0,0,61-90
ACC0016358,108582.79,45539.14,90,NPA,WRITEOFF,AUTO,28-06-2024 07:25,Asia/Kolkata,48649.53,1,1.068301466,61-90
ACC0016359,544432,209517.61,15,MEDIUM,PAID,AUTO,29-03-2025 21:31,UTC,103912.99,1,0.495963036,Jan-30
ACC0016360,309569.76,584254.22,120,LOW,WRITEOFF,BNPL,28-10-2024 01:59,UTC,85943.94,1,0.147100247,91-180
ACC0016361,784792,495279.64,75,HIGH,ACTIVE,BNPL,19-05-2024 18:53,Asia/Dubai,269133.8,2,0.543397665,61-90
ACC0016362,160843.14,323420.91,30,NPA,CLOSED,BNPL,16-06-2024 23:05,Asia/Kolkata,0,0,0,Jan-30
ACC0016363,495537.49,6308.36,30,MEDIUM,WRITEOFF,AUTO,02-04-2025 13:33,UTC,133740.08,1,21.20045146,Jan-30
ACC0016364,249159.87,211862.3,75,LOW,CLOSED,CREDIT_CARD,26-04-2024 16:11,Asia/Kolkata,0,0,0,61-90
ACC0016365,102521.87,612571.32,45,LOW,CLOSED,AUTO,13-07-2024 23:24,Asia/Dubai,147800.75,1,0.241279252,31-60
ACC0016366,44336.38,55408.87,30,NPA,CLOSED,AUTO,27-11-2025 20:47,Asia/Kolkata,88096.17,1,1.589929013,Jan-30
ACC0016367,108609.43,406611.5,180,HIGH,WRITEOFF,AUTO,11-11-2025 20:37,Asia/Kolkata,0,0,0,91-180
ACC0016368,558912.93,524999.87,180,MEDIUM,WRITEOFF,BNPL,06-09-2025 08:52,UTC,0,0,0,91-180
ACC0016369,109608.96,690851.94,15,LOW,CLOSED,AUTO,16-03-2024 01:25,Asia/Kolkata,148369.46,2,0.214763036,Jan-30
ACC0016370,50293.17,670790.44,45,HIGH,CLOSED,PERSONAL,22-08-2024 20:48,Asia/Dubai,0,0,0,31-60
ACC0016371,321460.9,40471.28,75,NPA,PAID,BNPL,02-02-2024 20:02,Asia/Kolkata,0,0,0,61-90
ACC0016372,28864.18,137411.03,1,HIGH,ACTIVE,PERSONAL,19-11-2024 06:33,Asia/Kolkata,31868.73,1,0.231922648,Jan-30
ACC0016373,309465.72,368575.09,0,LOW,CLOSED,CONSUMER,02-07-2024 01:40,UTC,78283.96,1,0.212396231,0
ACC0016374,311385.71,611762.86,15,LOW,CLOSED,PERSONAL,05-09-2024 23:21,UTC,65255.08,1,0.10666728,Jan-30
ACC0016375,614966.65,625029.7,5,NPA,CLOSED,CREDIT_CARD,18-09-2025 03:35,Asia/Kolkata,0,0,0,Jan-30
ACC0016376,547041.1,400586.46,15,NPA,WRITEOFF,CONSUMER,09-09-2025 11:02,Asia/Kolkata,0,0,0,Jan-30
ACC0016377,638033.4,138768.4,180,MEDIUM,ACTIVE,BNPL,14-02-2024 04:00,UTC,0,0,0,91-180
ACC0016378,242429.54,668338.37,1,LOW,ACTIVE,CONSUMER,05-02-2025 04:55,UTC,0,0,0,Jan-30
ACC0016379,132107.54,67188.9,5,NPA,WRITEOFF,AUTO,24-09-2024 09:28,Asia/Kolkata,0,0,0,Jan-30
ACC0016380,451753.08,442577.59,45,HIGH,PAID,AUTO,13-03-2024 09:47,Asia/Dubai,0,0,0,31-60
ACC0016381,174326.63,65696.39,0,HIGH,WRITEOFF,CONSUMER,20-05-2024 14:42,Asia/Kolkata,148828.29,2,2.265395252,0
ACC0016382,165184.1,654084.28,45,NPA,PAID,AUTO,21-01-2025 09:07,UTC,0,0,0,31-60
ACC0016383,560818.47,260887.93,60,HIGH,CLOSED,CONSUMER,26-08-2024 00:24,Asia/Dubai,195579.42,2,0.749668335,31-60
ACC0016384,337710.51,446350.88,60,MEDIUM,ACTIVE,PERSONAL,14-09-2024 02:02,Asia/Kolkata,0,0,0,31-60
ACC0016385,259632.58,656836.6,60,LOW,WRITEOFF,CONSUMER,12-03-2025 12:03,Asia/Kolkata,0,0,0,31-60
ACC0016386,547851.25,613495.55,120,HIGH,CLOSED,CREDIT_CARD,06-06-2025 22:43,UTC,108783.97,1,0.177318271,91-180
ACC0016387,640249.19,83959.41,1,HIGH,PAID,BNPL,27-04-2025 07:01,Asia/Dubai,0,0,0,Jan-30
ACC0016388,248274.41,592114.21,180,LOW,WRITEOFF,CONSUMER,28-04-2024 19:40,Asia/Kolkata,0,0,0,91-180
ACC0016389,253445.39,355288.92,120,NPA,PAID,CONSUMER,26-11-2024 20:56,Asia/Kolkata,0,0,0,91-180
ACC0016390,165018.38,109567.59,1,MEDIUM,PAID,AUTO,22-04-2024 15:29,Asia/Kolkata,0,0,0,Jan-30
ACC0016391,439621.68,396252.43,75,HIGH,ACTIVE,AUTO,28-04-2024 05:26,UTC,0,0,0,61-90
ACC0016392,492110.92,57442.64,5,LOW,WRITEOFF,CREDIT_CARD,28-04-2025 07:59,Asia/Kolkata,0,0,0,Jan-30
ACC0016393,774632.02,250256.35,15,HIGH,PAID,PERSONAL,02-09-2025 22:23,Asia/Kolkata,0,0,0,Jan-30
ACC0016394,660209.84,124482.36,60,LOW,WRITEOFF,AUTO,14-07-2024 04:26,Asia/Dubai,115696.03,2,0.929417068,31-60
ACC0016395,788258.09,580578.54,15,MEDIUM,PAID,PERSONAL,26-09-2025 04:04,Asia/Kolkata,0,0,0,Jan-30
ACC0016396,429225.95,271846.08,15,HIGH,PAID,AUTO,25-05-2025 17:22,Asia/Dubai,166931.39,2,0.614065835,Jan-30
ACC0016397,311789.5,487795.49,120,HIGH,PAID,AUTO,25-01-2025 14:19,UTC,101165.51,1,0.207393287,91-180
ACC0016398,31667.43,221979.77,0,HIGH,ACTIVE,AUTO,03-11-2025 17:42,Asia/Kolkata,0,0,0,0
ACC0016399,83483.86,297123.58,45,MEDIUM,ACTIVE,CONSUMER,24-01-2024 04:59,Asia/Kolkata,200624.1,3,0.675221065,31-60
ACC0016400,191216.97,637876.82,0,NPA,PAID,CONSUMER,05-10-2024 21:45,UTC,66243.71,1,0.103850317,0
ACC0016401,397731.7,395306.45,75,HIGH,WRITEOFF,CONSUMER,06-11-2024 23:23,Asia/Dubai,55193.68,1,0.139622513,61-90
ACC0016402,321863.44,376521.81,180,MEDIUM,ACTIVE,CREDIT_CARD,07-02-2025 20:03,Asia/Kolkata,0,0,0,91-180
ACC0016403,195597.35,542150.07,45,HIGH,ACTIVE,CONSUMER,18-09-2025 04:03,Asia/Kolkata,137081.56,1,0.252847998,31-60
ACC0016404,789092.79,491089.87,60,NPA,WRITEOFF,AUTO,10-08-2025 08:05,Asia/Dubai,0,0,0,31-60
ACC0016405,548090.24,385324.15,180,NPA,CLOSED,AUTO,08-09-2024 21:54,Asia/Dubai,47194.15,1,0.122479087,91-180
ACC0016406,376097.81,103411.09,30,NPA,PAID,CONSUMER,21-09-2024 18:01,Asia/Dubai,0,0,0,Jan-30
ACC0016407,633866.09,237477.37,180,MEDIUM,WRITEOFF,CONSUMER,05-08-2024 10:51,Asia/Kolkata,0,0,0,91-180
ACC0016408,302630.03,238870.14,75,HIGH,WRITEOFF,CONSUMER,14-11-2025 10:31,UTC,0,0,0,61-90
ACC0016409,422529.54,587817.32,120,HIGH,CLOSED,PERSONAL,16-06-2024 12:14,Asia/Dubai,0,0,0,91-180
ACC0016410,384952.81,11431.58,120,MEDIUM,CLOSED,CONSUMER,04-08-2025 03:41,Asia/Kolkata,119904.08,1,10.48884581,91-180
ACC0016411,582757.25,593735.91,90,MEDIUM,WRITEOFF,PERSONAL,12-10-2024 11:46,UTC,59431.24,1,0.100097095,61-90
ACC0016412,449089.41,450403.37,0,MEDIUM,PAID,PERSONAL,22-02-2024 11:06,Asia/Kolkata,0,0,0,0
ACC0016413,215284.39,576816.51,5,NPA,WRITEOFF,CONSUMER,02-02-2024 13:16,Asia/Kolkata,109889.36,1,0.190510081,Jan-30
ACC0016414,775046.2,558636.18,120,LOW,ACTIVE,AUTO,02-05-2025 08:27,Asia/Kolkata,70791.51,1,0.126722029,91-180
ACC0016415,483211.12,577345.44,0,LOW,WRITEOFF,AUTO,22-11-2024 04:02,Asia/Dubai,0,0,0,0
ACC0016416,255579.93,357009.24,1,LOW,ACTIVE,CREDIT_CARD,03-02-2024 16:52,UTC,0,0,0,Jan-30
ACC0016417,592020.93,575654.75,5,NPA,PAID,PERSONAL,27-01-2024 13:22,Asia/Kolkata,0,0,0,Jan-30
ACC0016418,34610.16,480912.75,0,HIGH,WRITEOFF,CONSUMER,13-01-2024 12:45,Asia/Kolkata,0,0,0,0
ACC0016419,541108.33,134818.92,60,HIGH,WRITEOFF,CREDIT_CARD,19-01-2024 06:04,UTC,0,0,0,31-60
ACC0016420,504848.05,84875.34,1,NPA,PAID,CREDIT_CARD,20-11-2024 20:55,Asia/Dubai,64508.95,1,0.760043494,Jan-30
ACC0016421,230030.96,428928.81,15,NPA,ACTIVE,CREDIT_CARD,15-08-2024 03:17,Asia/Dubai,64565.37,2,0.150527007,Jan-30
ACC0016422,482104.6,35881.47,90,NPA,ACTIVE,CONSUMER,21-01-2025 22:21,Asia/Kolkata,26549.56,1,0.739923977,61-90
ACC0016423,334295.12,284818.49,5,MEDIUM,PAID,CONSUMER,18-04-2025 17:54,Asia/Dubai,0,0,0,Jan-30
ACC0016424,385946.17,148498.73,5,MEDIUM,PAID,BNPL,08-10-2024 17:58,Asia/Kolkata,0,0,0,Jan-30
ACC0016425,387411.15,477143.45,30,NPA,PAID,BNPL,16-05-2024 03:38,Asia/Dubai,0,0,0,Jan-30
ACC0016426,101867.21,192024.67,180,HIGH,ACTIVE,AUTO,13-12-2024 09:17,Asia/Kolkata,149020.32,1,0.776047786,91-180
ACC0016427,609527.59,206714.24,180,NPA,ACTIVE,BNPL,06-08-2024 23:22,Asia/Dubai,110668.65,1,0.535370229,91-180
ACC0016428,134944.65,265841.61,5,LOW,CLOSED,CREDIT_CARD,08-12-2024 21:57,UTC,87285.89,2,0.328337953,Jan-30
ACC0016429,676550.95,504118.94,90,LOW,WRITEOFF,CONSUMER,24-09-2024 02:08,Asia/Kolkata,0,0,0,61-90
ACC0016430,483047.74,205881.24,120,NPA,CLOSED,AUTO,16-09-2025 11:46,Asia/Dubai,0,0,0,91-180
ACC0016431,256997.52,699347.19,15,LOW,WRITEOFF,CREDIT_CARD,18-11-2024 16:45,UTC,0,0,0,Jan-30
ACC0016432,477742.87,246561.65,15,LOW,PAID,PERSONAL,01-02-2025 06:00,Asia/Kolkata,133590.41,1,0.541813417,Jan-30
ACC0016433,392557.36,437366.48,30,LOW,ACTIVE,PERSONAL,01-01-2025 14:14,UTC,0,0,0,Jan-30
ACC0016434,190272.36,513129.51,5,NPA,ACTIVE,CREDIT_CARD,07-02-2025 08:01,Asia/Dubai,2138.69,1,0.004167934,Jan-30
